IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA11,CA12,CA20_15,CA23A,CA23C,CA23D,CA23E,CA23F,CA23G,CA24,CA25,CA26,CA7,CA8,CA8B3,OS1,PER1,Q1,Q31,STRADEF,CA23C_DETAIL_1,CA23C_DETAIL_10,CA23C_DETAIL_11,CA23C_DETAIL_12,CA23C_DETAIL_13,CA23C_DETAIL_14,CA23C_DETAIL_15,CA23C_DETAIL_16,CA23C_DETAIL_17,CA23C_DETAIL_18,CA23C_DETAIL_2,CA23C_DETAIL_3,CA23C_DETAIL_4,CA23C_DETAIL_6,CA23C_DETAIL_7,CA23C_DETAIL_8,CA23C_DETAIL_9,CA23G_1,CA23G_2,CA23G_3,CA23G_4,CA23G_5,CA26_8,CONTRAT_15,LIEUNAIS,PHD,PONDEF,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
Q0115885,20,221,BRETAGNE,53,1,1,1,2,,,,,,2,,,,,,2,1,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02I,59.532231628,53,792,1,0,,2
Q0115988,19,111,ÎLE-DE-FRANCE,11,7,1,2,2,,,,,,2,,,,,,2,2,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,01,63.258033926,23,1291,1,,,2
Q0116128,20,112,HAUTE-NORMANDIE,23,2,2,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,43.151144441,23,1400,1,0,18,2
Q0116171,22,112,HAUTE-NORMANDIE,23,3,5,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04I,93.291286299,23,1500,1,0,7,2
Q0116388,20,300,HAUTE-NORMANDIE,23,7,7,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,88.944305819,23,,1,2,47,2
Q0116619,20,111,PROVENCE-ALPES-CÔTE D'AZUR,93,1,3,1,2,,,,,,2,,,,,,2,1,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03T,41.556301347,93,715,1,0,0,2
Q0116665,17,221,PAYS DE LA LOIRE,52,1,2,2,2,,,,,,3,,,,,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,02T,43.238051054,93,1685,1,14,,2
Q0116750,19,300,MIDI-PYRÉNÉES,73,1,3,2,2,,,,,,2,,,3,,,1,1,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,00,01,41.127337072,73,,2,8,,2
Q0116980,20,400,MIDI-PYRÉNÉES,73,7,7,2,1,8,3,2,,,2,,,,,,1,1,1,2,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,03I,61.906189865,91,800,1,0,30,2
Q0117041,22,111,MIDI-PYRÉNÉES,73,4,3,2,2,,,,,,2,,,,,,2,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,02I,75.572810642,91,,1,0,,2
Q0117104,18,111,LANGUEDOC-ROUSSILLON,91,1,7,2,2,,,,,,2,,,,,,2,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,,00,04I,38.797394235,91,,5,12,,2
Q0117478,21,120,FRANCHE-COMTÉ,43,2,3,2,1,1,2,2,,,2,,,,,,2,1,2,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,03I,35.686898753,43,819,1,7,38,2
Q0117497,18,112,FRANCHE-COMTÉ,43,,1,2,2,,,,,,2,,,,,,2,2,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,30.715669404,43,,2,0,,2
Q0117545,21,111,PAYS DE LA LOIRE,52,,3,2,2,,,,,,2,,,,,,1,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,06I,87.397469678,52,1283.328125,1,2,,2
Q0118083,22,112,ÎLE-DE-FRANCE,11,2,2,2,2,,,,,,2,,,,,,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,55.183014571,11,1550,1,2,8,2
Q0118087,19,111,ÎLE-DE-FRANCE,11,,,2,2,,,,,,2,,,,,,2,1,2,1,16,,,,,,,,,,,,,,,,,,,,,,,,,11,01,28.694633573,11,,2,26,27,2
Q0118136,22,112,ÎLE-DE-FRANCE,11,1,1,2,2,,,,,,2,,,2,,,2,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,69.68755471,11,1314,1,0,0,2
Q0118186,20,221,PAYS DE LA LOIRE,52,7,7,2,2,,,,,,2,,,,,,1,1,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03T,83.092433392,52,1460,1,4,9,2
Q0118696,19,112,RHÔNE-ALPES,82,2,5,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,03I,78.027772975,82,,1,0,,2
Q0118834,20,111,RHÔNE-ALPES,82,,1,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,67.406502529,82,1411,1,10,10,2
Q0119037,20,120,ÎLE-DE-FRANCE,11,2,2,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,48.555695655,22,1538,1,2,8,2
Q0119169,20,211,PROVENCE-ALPES-CÔTE D'AZUR,93,7,2,2,2,,,,,,2,,,,,,2,1,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04I,55.163625846,93,1500,1,8,8,2
Q0119172,23,112,ALSACE,42,7,4,2,2,,,,,,2,,,,,,2,1,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,03T,60.972478666,93,1200,1,0,,2
Q0119333,17,111,PROVENCE-ALPES-CÔTE D'AZUR,93,7,7,2,2,,,,,,2,,,,4,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,01,65.194223616,93,1050,1,0,,2
Q0119453,18,112,CHAMPAGNE-ARDENNE,21,1,2,2,2,,,,,,2,,,,,,2,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,73.062594418,21,1476,1,8,10,2
Q0119558,19,111,NORD-PAS-DE-CALAIS,31,2,3,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,43.942021375,21,1382,1,2,54,2
Q0119580,19,221,CHAMPAGNE-ARDENNE,21,2,1,2,2,,,,,,2,,,,,,2,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,,00,04I,34.327571071,21,,2,2,,2
Q0119610,19,300,CHAMPAGNE-ARDENNE,21,2,1,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,38.946407103,21,2082,1,24,26,2
Q0119898,20,111,CENTRE,24,2,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,09M,17.410433124,74,1600,1,2,32,2
Q0119910,21,111,LIMOUSIN,74,1,5,2,2,,,,,,1,3,25,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,03I,41.923505798,74,1146,1,3,45,2
Q0119925,21,300,LIMOUSIN,74,1,1,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,32.762898467,74,1516,1,0,40,2
Q0119941,21,111,LIMOUSIN,74,4,1,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,06I,25.145753109,74,1795,1,5,19,2
Q0120233,18,111,LIMOUSIN,74,,1,1,2,,,,,,2,,,,,,2,1,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,00,01,80.33608648,74,,2,3,,2
Q0120347,19,400,LIMOUSIN,74,,1,1,2,,,,,,2,,,,,,2,1,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,19.142830443,74,1264,1,0,35,2
Q0120405,19,400,LIMOUSIN,74,2,2,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,03I,27.258458296,74,,1,9,,2
Q0120579,19,300,AQUITAINE,72,2,3,2,2,,,,,,2,,,,,,1,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,58.541228186,72,758,1,0,0,2
Q0120653,23,400,FRANCHE-COMTÉ,43,1,1,2,2,,,,,,2,,,,,,1,1,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,31.368252299,43,4791.3125,1,5,23,2
Q0120755,21,400,FRANCHE-COMTÉ,43,7,7,2,2,,,,,,2,,,,,,2,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,03I,38.245870707,43,,1,0,,2
Q0120848,20,400,FRANCHE-COMTÉ,43,2,2,2,2,,,,,,2,,,1,,,1,1,2,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,40.982337212,43,1280.5,1,2,53,2
Q0121022,21,112,CHAMPAGNE-ARDENNE,21,3,4,2,1,1,2,2,,,2,,,,,,2,1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,01 Non salarié,00,06I,59.196629222,24,,1,3,16,2
Q0121107,21,120,MIDI-PYRÉNÉES,73,3,2,2,2,,,,,,2,,,,,,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,06I,63.907866241,73,,1,11,,2
Q0121118,21,300,MIDI-PYRÉNÉES,73,3,3,2,1,3,1,2,,,2,,,,,,2,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,00,06I,74.179842476,73,,2,2,6,2
Q0121230,19,111,MIDI-PYRÉNÉES,73,2,2,2,2,,,,,,2,,,,,,2,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,01,58.111146465,73,1318,1,0,,2
Q0121380,18,111,MIDI-PYRÉNÉES,73,2,2,2,1,9,1,1,1,13,2,,,1,1,1,2,2,2,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,,"02 CDI, Fonctionnaire",00,02T,44.90305018,73,1354,1,3,39,2
Q0121523,20,111,AQUITAINE,72,2,7,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,,00,03I,65.041917062,72,,2,10,14,2
Q0121601,21,112,AQUITAINE,72,1,4,2,2,,,,,,2,,,,,,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,65.322461321,72,1800,1,4,4,2
Q0121617,20,111,LANGUEDOC-ROUSSILLON,91,6,6,2,2,,,,,,2,,,3,,,2,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,06I,51.33738339,72,1700,1,0,,2
Q0121678,19,111,POITOU-CHARENTES,54,7,7,2,2,,,,,,2,,,,,,1,2,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,01,91.871071077,24,,2,3,,1
Q0121709,21,400,LIMOUSIN,74,2,3,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,06I,43.511534369,24,,1,0,,2
Q0121964,18,120,FRANCHE-COMTÉ,43,7,7,2,2,,,,,,2,,,,,,2,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,02I,28.175689945,43,,1,6,,2
Q0122110,21,221,AQUITAINE,72,2,3,2,1,1,4,1,15,12,2,,,,,,2,1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,01 Non salarié,00,06I,56.224213048,72,,1,0,,2
Q0122232,19,300,CENTRE,24,1,2,2,2,,,,,,1,1,6,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,0,04 Emploi à durée déterminée,00,01,40.300209144,24,1530,1,19,,2
Q0122477,20,111,RHÔNE-ALPES,82,4,4,1,2,,,,,,1,1,5,,,,2,1,2,1,15,,,,,,,,,,,,,,,,,,,,,,,0,,00,06T,77.039092048,82,,4,3,,2
Q0122498,21,120,RHÔNE-ALPES,82,1,1,2,2,,,,,,2,,,,,,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,61.942234123,82,1000,1,2,57,2
Q0122545,20,212,CENTRE,24,3,2,2,2,,,,,,2,,,,,,1,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,60.651169368,24,1400,1,1,16,2
Q0122611,18,111,CENTRE,24,1,3,2,2,,,,,,2,,,,,,1,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04I,39.257937397,24,1408,1,4,8,2
Q0122747,20,111,CENTRE,24,4,6,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,49.359375596,24,1842,1,2,24,2
Q0122844,20,111,PROVENCE-ALPES-CÔTE D'AZUR,93,1,4,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,06I,59.473816692,24,1462,1,3,,2
Q0122982,21,111,BASSE-NORMANDIE,25,3,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,36.008269347,25,1700,1,0,0,2
Q0122999,17,300,BASSE-NORMANDIE,25,2,1,2,2,,,,,,2,,,,,,1,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,00,02I,78.891628529,25,,3,24,,2
Q0123000,20,112,BASSE-NORMANDIE,25,7,7,2,2,,,,,,2,,,,,,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,03I,61.592822152,25,,1,2,,2
Q0123053,20,300,BASSE-NORMANDIE,25,1,2,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,64.607408548,25,1774.65625,1,0,15,2
Q0123219,19,300,CHAMPAGNE-ARDENNE,21,2,2,2,2,,,,,,2,,,,,,2,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,03T,37.053420361,21,1500,1,0,,2
Q0123226,18,111,CHAMPAGNE-ARDENNE,21,7,7,2,2,,,,,,1,1,6,1,,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,0,,00,01,42.426886549,21,,2,11,,2
Q0123251,23,111,HAUTE-NORMANDIE,23,2,1,2,2,,,,,,2,,,,,,2,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,24.192953159,21,1424,1,15,43,2
Q0123305,18,112,CHAMPAGNE-ARDENNE,21,7,2,2,2,,,,,,2,,,,,,2,2,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,00,01,30.299796751,21,,5,5,,2
Q0123609,19,111,CHAMPAGNE-ARDENNE,21,2,1,2,2,,,,,,2,,,,,,2,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,00,01,77.071424275,41,1189,1,10,,2
Q0123613,21,112,CHAMPAGNE-ARDENNE,21,,,1,2,,,,,,2,,,,,,2,1,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,04I,42.829743609,41,,1,0,,2
Q0123683,21,111,LORRAINE,41,3,1,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,03I,34.919241139,41,,1,0,,2
Q0123766,19,111,LORRAINE,41,3,5,1,2,,,,,,2,,,,,,2,1,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,00,01,52.427902397,41,,2,,,2
Q0123848,22,112,LORRAINE,41,2,2,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,111.63809982,41,2200,1,0,0,2
Q0123942,21,111,NORD-PAS-DE-CALAIS,31,2,3,2,1,17,2,2,,,2,,,,,,1,1,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,00,05,41.973890787,31,,3,4,,2
Q0124026,19,111,NORD-PAS-DE-CALAIS,31,6,2,2,1,2,3,2,,,2,,,,,,2,2,1,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,03 Contrat aidé,00,02I,73.710248196,31,1400,1,9,,2
Q0124059,19,111,NORD-PAS-DE-CALAIS,31,5,3,1,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,03I,29.051299393,31,,1,13,,2
Q0124083,18,111,NORD-PAS-DE-CALAIS,31,3,1,2,2,,,,,,2,,,,,,2,1,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,37.548603775,31,1272,1,2,28,2
Q0124089,18,111,NORD-PAS-DE-CALAIS,31,2,7,2,2,,,,,,2,,,,,,2,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,44.450734276,31,1405,1,2,14,1
Q0124118,21,111,NORD-PAS-DE-CALAIS,31,,2,2,2,,,,,,3,,,,,,1,2,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,76.245200393,31,772,1,13,45,2
Q0124224,20,111,NORD-PAS-DE-CALAIS,31,2,2,1,2,,,,,,2,,,,,,2,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,00,02I,50.733303952,31,1454,1,25,,2
Q0124415,20,112,BRETAGNE,53,2,4,1,2,,,,,,2,,,,,,2,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,06I,42.76559097,25,1151,1,8,,2
Q0124504,20,300,BASSE-NORMANDIE,25,2,4,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,06I,53.633955811,25,,1,3,,2
Q0124730,22,111,CHAMPAGNE-ARDENNE,21,3,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06T,74.147345425,31,1463,1,0,0,2
Q0124741,22,112,CHAMPAGNE-ARDENNE,21,1,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,06I,72.14869771,31,,1,0,,2
Q0125005,22,111,AQUITAINE,72,1,2,2,2,,,,,,2,,,,,,2,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,06I,87.977147734,72,1474,1,2,,2
Q0125314,22,111,ALSACE,42,3,7,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,53.460201585,42,1300,1,0,15,2
Q0125466,17,112,ALSACE,42,2,7,2,2,,,,,,2,,,,,,2,1,1,2,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,48.337830726,42,1555,1,5,36,2
Q0125531,19,111,ALSACE,42,1,1,2,2,,,,,,1,3,5,,,,2,1,2,2,15,,,,,,,,,,,,,,,,,,,,,,,0,"02 CDI, Fonctionnaire",00,03I,28.509769907,42,1200,1,12,17,2
Q0125707,20,111,RHÔNE-ALPES,82,7,7,2,2,,,,,,2,,,,,,2,2,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,03 Contrat aidé,10,01,123.17576598,82,1367,1,30,,2
Q0125791,19,112,FRANCHE-COMTÉ,43,2,7,2,1,8,1,2,,,2,,,,,,2,1,2,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,01,33.168727929,43,,1,4,39,2
Q0125819,20,112,ALSACE,42,7,7,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,33.829378688,43,1136,1,2,15,2
Q0125909,20,222,BOURGOGNE,26,2,2,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,64.692621828,26,1464.5,1,0,2,2
Q0125954,20,120,RHÔNE-ALPES,82,1,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,56.1932594,26,1300,1,8,18,2
Q0126272,21,112,MIDI-PYRÉNÉES,73,2,2,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,73.78728708,73,1354,1,0,25,2
Q0126371,18,111,MIDI-PYRÉNÉES,73,2,1,2,2,,,,,,2,,,,3,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,43.134913253,73,1427,1,17,51,2
Q0126397,18,112,MIDI-PYRÉNÉES,73,7,7,2,2,,,,,,2,,,,,,2,1,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,02I,39.334622789,73,682,1,0,22,2
Q0126623,18,112,MIDI-PYRÉNÉES,73,3,3,2,2,,,,,,2,,,,,,2,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,01,64.95759785,73,,1,0,,2
Q0126801,20,400,LORRAINE,41,4,1,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,06I,113.0311289,41,,1,0,,2
Q0127029,19,112,ÎLE-DE-FRANCE,11,2,2,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,57.709784029,26,1608.3320313,1,0,28,2
Q0127157,20,112,AQUITAINE,72,2,2,1,2,,,,,,2,,,,,,2,1,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,01,58.447697685,97,1136,1,6,8,2
Q0127410,19,111,LIMOUSIN,74,4,5,2,1,8,2,2,,,1,2,68,,,,2,2,1,2,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,1,03 Contrat aidé,00,01,15.230998403,74,1343,1,0,,1
Q0127491,21,300,POITOU-CHARENTES,54,3,6,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,,00,06I,29.183470152,74,,4,8,,2
Q0127498,21,400,LIMOUSIN,74,2,7,2,2,,,,,,2,,,,,,1,1,2,1,29,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,06I,29.040595516,74,,1,9,,2
Q0127643,20,120,BASSE-NORMANDIE,25,2,2,2,2,,,,,,2,,,,,,2,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,53.5575833,25,1434,1,3,27,2
Q0127695,21,300,RHÔNE-ALPES,82,3,3,1,2,,,,,,2,,,,,,1,1,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,03T,79.370102541,82,1310,1,0,,2
Q0127723,18,111,NORD-PAS-DE-CALAIS,31,,,2,2,,,,,,2,,,,,,2,1,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,00,02T,66.408170127,82,,2,5,30,2
Q0127875,22,111,RHÔNE-ALPES,82,2,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,53.345599704,82,1634.65625,1,3,4,2
Q0127917,18,400,RHÔNE-ALPES,82,1,2,2,2,,,,,,2,,,,,,2,1,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,04I,38.610534506,82,,1,7,,2
Q0128037,19,111,RHÔNE-ALPES,82,2,2,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,04 Emploi à durée déterminée,00,03I,38.517378732,82,1408,1,0,,2
Q0128112,18,112,RHÔNE-ALPES,82,2,7,2,2,,,,,,1,2,67,,,,2,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,0,,00,01,76.251807283,82,,2,14,,2
Q0128251,21,400,BASSE-NORMANDIE,25,2,3,2,2,,,,,,2,,,,,,2,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,04I,42.273342633,82,1513.3320313,1,9,31,2
Q0128534,18,300,BRETAGNE,53,7,6,1,2,,,,,,2,,,3,3,1,1,2,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,05 Intérim,04,02I,94.754362782,82,1536,1,0,,2
Q0128607,20,111,RHÔNE-ALPES,82,2,4,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,29.987075442,82,2000,1,3,24,2
Q0128615,20,112,RHÔNE-ALPES,82,1,6,2,2,,,,,,2,,,,,,2,1,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,01 Non salarié,00,03I,32.474072648,82,,1,0,0,2
Q0128641,21,112,RHÔNE-ALPES,82,2,2,2,1,17,4,2,,,2,,,,,,2,1,1,2,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"02 CDI, Fonctionnaire",00,06I,55.317722644,82,1200,1,2,8,2
Q0128706,20,111,RHÔNE-ALPES,82,2,1,2,2,,,,,,1,1,56,,,,2,1,1,2,37,,,,,,,,,,,,,,,,,,,,,,,0,05 Intérim,00,03I,55.650673707,82,1454,1,0,,2
Q0128724,21,111,PROVENCE-ALPES-CÔTE D'AZUR,93,1,1,2,2,,,,,,2,,,,,,1,1,1,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,58.528212421,82,1458,1,0,37,2
Q0128736,20,111,PROVENCE-ALPES-CÔTE D'AZUR,93,7,1,2,2,,,,,,2,,,,2,,1,1,2,2,30,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,06I,13.762621242,82,1562.328125,1,2,2,2
Q0128783,19,111,RHÔNE-ALPES,82,7,7,2,2,,,,,,1,3,8,,,,2,1,2,1,10,,,,,,,,,,,,,,,,,,,,,,,1,05 Intérim,00,02I,38.109940509,82,1600,1,1,,2
Q0129146,20,300,BRETAGNE,53,1,1,2,2,,,,,,2,,,,,,2,1,1,2,15,,,,,,,,,,,,,,,,,,,,,,,,"02 CDI, Fonctionnaire",00,03I,51.645605456,53,1575.328125,1,0,20,2
